DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
LB202200000037,LBGE81FL,LB,2022,37,LB2022MIS,425.1431274,456.8923645,513.6228638,578.4127197,634.3709106,70.28726196,58.311409,67.10365295,74.49046326,67.44717407,26.28634453,26.07677078,26.74477386,28.14654922,27.38305473,9.817491531,9.750607491,10.10273457,10.34748268,9.766363144,2,38.02539444,0.493681043,0.475147963,0.514803827,0.510035038,0.546931863,0,0,0,0,0,23.52904129,11,0,0.076917343,0.042144731,0.532209516,0.802473426,0.606284261,22.40569687,22.77793503,23.55110168,24.36077499,24.2498436,9.32E-05,27.62517357,0.117632344,1.118203998,0.342196316,0.509366155,0.424228966,0.359474748,0.408956766,0.384699285,0.615676701,0.423616767,0.326421231,0.416160762,0.412578881,31.19171143,31.73324585,32.04322815,31.89661598,31.70985222,26.25460052,26.83111954,26.96562576,26.69570351,26.7967453,21.37421799,21.98263931,21.94049454,21.5491333,21.94348907,0,18.52504921,19.47909737,20.35743141,20.57499886,21.11663246,3.484895945,3.583724022,3.628559113,3.626302004,3.609461784,244.9438019,208.9720154,243.4895782,270.1249084,243.447998,2846.752441,3145.709717,3978.645508,2749.209717,3444.268311,26.19750404,26.92139435,27.30819702,27.2239151,26.95039558,26.00366211,24.73888206,24.65237045,25.57480431,26.39861679,25.38713264,25.26493645,95.12304688,78.8800354,86.24647522,90.76352692,99.34713745,104.5013428,577.369873,646.4291382,772.9755249,866.7092285,963.1856079,27.0373497,30.27128983,36.19726563,40.58666992,45.10451126,14.91616249,13.02425766,14.40967846,15.35670567,14.4692831
LB202200000038,LBGE81FL,LB,2022,38,LB2022MIS,1287.397583,1328.545654,1395.364868,1891.725952,2156.908936,66.76289368,56.26274872,64.19561005,71.4329834,64.3494339,25.74540329,25.55287361,25.9510746,27.00133514,26.93466568,10.04090023,9.999507904,10.33621216,10.56791115,10.03311634,2,108.2060623,0.508151889,0.48624751,0.500181317,0.501910925,0.541212857,0,0,0,0,0,29.36547089,11,0,0.075194173,0.039265059,0.525239408,0.819478035,0.569433749,22.20344162,22.73580551,23.42090034,23.66072464,23.8092289,0.00011763,38.59524918,0.085282117,1.03212297,0.251818568,0.510758162,0.423441291,0.385955006,0.425262928,0.379060596,0.617777169,0.425996721,0.36345458,0.444007337,0.409231126,31.27489853,31.84534073,32.13362503,31.96785355,31.84853935,26.23139572,26.82021141,26.93715286,26.66234016,26.80111504,21.23399925,21.84583282,21.79741096,21.3999424,21.81542206,0,18.66147804,19.91873741,20.8907299,20.32011604,20.68379211,3.548900604,3.607421875,3.674334526,3.663628578,3.666116953,236.934845,202.9634705,235.8761597,261.7039185,235.9125366,2634.500977,2683.240967,3361.660156,2414.854736,2912.28125,26.00434113,26.83116913,27.1692543,26.99466896,26.88207245,25.89410019,24.81259918,24.5524826,25.45009804,26.24760437,25.82046509,25.57577705,160.3310547,238.5160675,250.786377,253.6044769,324.9194641,355.3124695,625.0405884,699.8018188,836.7965088,938.2694092,1042.711426,29.28561974,32.78847885,39.20722198,43.96162796,48.85514832,14.83209991,13.0054121,14.38297176,15.28115845,14.4743557
LB202200000039,LBGE81FL,LB,2022,39,LB2022MIS,1005.330872,1112.043091,1159.208374,1238.797119,1337.249756,68.39588165,57.1005249,65.07499695,72.24697113,65.48590851,26.34591484,26.47684288,26.53585625,28.15106964,27.6204834,9.852619171,9.770949364,10.12928295,10.37928295,9.797338486,2,54.05371475,0.499140531,0.487109363,0.496611029,0.487691253,0.500030518,0,0,0,0,0,30.7687149,11,0,0.075159445,0.041470312,0.555699646,0.823313534,0.587454438,22.57582092,23.09839249,23.64534569,24.19748497,24.30629349,0.000158406,44.13633347,0.100700058,1.334831476,0.36663422,0.514773011,0.439384907,0.397898495,0.422890931,0.385593474,0.623683929,0.449891806,0.37988928,0.437501878,0.417628944,31.29130554,31.83741379,32.13650131,31.98606873,31.82725716,26.34129143,26.92934036,27.04675865,26.77605629,26.89939308,21.43868637,22.06646347,22.00721931,21.60678673,22.02991867,0,18.80572891,19.71994209,20.75483704,20.2439003,20.99210358,3.53838253,3.611545086,3.685807228,3.674479246,3.660807371,242.010788,206.2211151,239.8538818,265.4700012,239.7312927,2766.270508,2837.340088,3723.168457,2677.573242,3229.885742,26.2148838,27.1079464,27.55519485,27.40470123,27.18112946,26.22430038,25.0848465,24.86165237,25.73689079,26.42384911,25.97530937,25.72063637,122.6064453,195.7527313,209.9176941,217.8238068,212.7735596,220.288147,625.1552734,699.9301758,836.9500122,938.4415283,1042.90271,29.28562164,32.78847885,39.20722198,43.96162796,48.85515213,14.89338779,13.00885105,14.3969183,15.29675293,14.49242783
LB202200000040,LBGE81FL,LB,2022,40,LB2022MIS,997.6740723,963.8314819,1259.809326,1188.610718,1367.346191,71.88014221,58.72322083,68.27133942,74.15357971,68.70737457,25.8190403,25.38129616,25.60186386,26.21097183,26.12734032,9.484534264,9.407523155,9.765856743,10.01585674,9.408912659,2,11.63899517,0.313410461,0.303493172,0.286975592,0.32869333,0.328577638,0,0,0,0,0,42.17878342,11,0,0.076372422,0.042564522,0.52803576,0.769396126,0.58847928,23.27199364,23.26125526,23.74775887,23.93627167,24.13430023,0.000256113,13.26557064,10.23753929,35.37829971,23.16518593,0.468304515,0.357400775,0.271623313,0.323459446,0.32816866,0.533241749,0.334377706,0.221156195,0.300583094,0.324741811,31.10418129,31.63550377,31.95759583,31.82816887,31.58107758,26.33232117,26.90538216,27.05046272,26.79165268,26.84991455,21.61964607,22.22797966,22.19174004,21.81231308,22.17216492,0,20.72494698,21.14121437,21.89365387,21.66157341,22.14125824,3.459187031,3.603038311,3.625651121,3.629687548,3.600651026,248.6468506,211.582016,247.5280762,269.1542969,247.3912811,3376.531982,3729.740967,4888.802734,2947.641602,4125.8125,26.37184715,26.92120171,27.37740517,27.31135559,26.95148468,26.09245872,24.67701721,24.5929966,25.52359009,26.32091904,25.01902199,25.08568192,97.87304688,141.2221832,181.940155,173.3929749,204.1536407,225.2460022,414.9244385,464.5536194,555.4956665,622.8569946,692.1893311,29.48467636,33.01134491,39.47371674,44.26043701,49.18721771,14.82800007,13.00670433,14.40203953,15.1780386,14.44430828
LB202200000041,LBGE81FL,LB,2022,41,LB2022MIS,536.5296631,511.7063904,704.638855,614.8068848,731.2940063,72.44741058,59.24207306,68.83583832,75.34420776,69.2820282,26.27238655,25.41409683,25.84694481,26.76536942,26.2230854,9.523915291,9.447569847,9.805903435,10.05590343,9.448958397,2,6.634766102,0.362835795,0.347601056,0.343288183,0.366886318,0.370075613,0,0,0,0,0,34.93140411,11,0,0.069906384,0.038787212,0.506688178,0.755083501,0.576613367,23.33362961,23.18585396,23.7513504,24.07832146,23.85085297,0.000316342,1083.988525,35.30482101,39.4486351,0.441752493,0.447466046,0.317858249,0.239757463,0.305321068,0.309178025,0.492961466,0.285844088,0.184974626,0.276758701,0.298535228,31.10334206,31.6325531,31.95525169,31.82704163,31.58073044,26.31050301,26.88142395,27.02777863,26.76888084,26.82855988,21.57942581,22.1849823,22.14934921,21.77113724,22.13177109,0,20.39487076,20.95760918,21.6557579,21.39127541,21.47862244,3.447873354,3.589323044,3.610807419,3.616145849,3.585807323,249.789505,212.6389313,248.552948,272.4556274,248.4319916,3171.121338,3678.620117,4602.496582,2981.69751,3810.882324,26.3112812,26.8657341,27.33646774,27.24045181,26.88849449,26.03481865,24.59700584,24.52366447,25.51119614,26.33297348,24.87833977,24.93789291,101.1376953,82.09966278,96.59358978,103.9799805,105.5981293,120.4677124,413.0554504,462.4610901,552.9934692,620.0513916,689.0714722,28.16069794,31.52900314,37.70119095,42.27296829,46.97851944,14.88785553,13.0226469,14.41705704,15.27473927,14.45511246
LB202200000042,LBGE81FL,LB,2022,42,LB2022MIS,738.5979614,853.8342896,948.0838623,1049.613647,1143.600464,70.46064758,58.38642502,67.10862732,74.55619812,67.51972961,26.75892258,26.02733803,27.66330338,28.24023056,27.03679276,9.769950867,9.695110321,10.05137444,10.29962444,9.710547447,2,35.745121,0.506659448,0.484704256,0.514970481,0.505956233,0.536102355,0,0,0,0,0,22.40447998,11,0,0.077932045,0.042171873,0.539432347,0.799761653,0.599185526,22.55494118,22.79328728,23.77030373,24.16911888,24.03256226,9.20E-05,27.37599182,0.101894312,1.142905951,0.344894141,0.515364826,0.434730768,0.379482895,0.424226403,0.396216005,0.629796505,0.438469797,0.352046549,0.43929109,0.431060821,31.20140457,31.73955345,32.049366,31.90697479,31.71370125,26.2885704,26.86616135,26.99826431,26.7309742,26.8290081,21.4314518,22.04444504,21.99798965,21.6073513,22.00315475,0,18.35095787,19.55923653,19.87730408,20.09800911,21.02833366,3.488252401,3.587630272,3.636603117,3.633767366,3.61357069,245.7845154,209.4689178,244.0474548,270.9198608,243.9873047,2887.644287,3183.231201,4001.956787,2783.30957,3469.531738,26.23694801,27.00554085,27.44831848,27.33494568,27.04888916,26.10355186,24.84648895,24.75258636,25.65028763,26.44096184,25.46097183,25.32394791,81.28613281,144.6242523,161.176239,174.2804871,180.2797546,188.3878784,813.416626,910.7095337,1088.992065,1221.046997,1356.965942,38.09106064,42.6471405,50.99583817,57.17976761,63.54464722,14.93585014,13.02732182,14.41572571,15.36959648,14.47943687
LB202200000043,LBGE81FL,LB,2022,43,LB2022MIS,67.20780182,64.11916351,90.37546539,82.54060364,92.48131561,61.45331955,54.79233932,67.30461121,63.11370087,61.21230316,25.10275078,24.69142914,24.73790741,25.39022827,26.14351845,10.8707037,11.13242149,11.27382851,11.41575527,11.07565117,2,349.6484375,0.466739208,0.432050526,0.466412514,0.454197913,0.486893654,0,0,0,0,0,25.56018829,11,0,0.046461508,0.022194609,0.477489561,0.718995035,0.509212971,21.63836861,22.06019402,22.28082848,22.57309151,23.28651428,0.23654595,23.19979668,0.096212216,0.597091258,0.153304949,0.536538482,0.463950425,0.419188052,0.444463402,0.41464144,0.67099309,0.478318155,0.407244086,0.469280481,0.464791894,30.85755348,31.57096481,31.78020859,31.58255196,31.57213593,25.3983078,25.97539139,26.11237144,25.84947968,26.00481796,19.98684883,20.43854332,20.50638008,20.16679764,20.49648476,0,18.17398834,19.42895889,19.82374954,19.75595665,20.42951012,3.509114742,3.587239742,3.534244776,3.57421875,3.609375,215.6467438,196.5532532,237.8709564,225.5821686,220.9381561,2496.439209,2418.251221,2690.437988,2336.312988,2617.564697,25.74955559,26.44810295,26.59675789,26.24099731,26.18758392,25.2671299,24.88118744,24.18071556,24.7667942,26.48548889,26.07390785,26.21346664,277.5302734,9.122875214,10.47087288,12.16531754,12.21798515,13.10357475,79.00910187,89.81041718,109.0320816,124.1208649,140.043869,3.703620672,4.209941864,5.110974312,5.818274021,6.564678669,14.36160088,13.44398403,14.79381466,14.4294014,14.3164711
LB202200000044,LBGE81FL,LB,2022,44,LB2022MIS,156.2231903,194.7593384,199.6262817,230.181488,249.8760529,57.830616,51.05054474,70.9388504,51.07036209,57.8494072,24.71674347,24.33015251,25.09689331,25.35956764,25.69526672,12.03520012,12.1820755,12.49149323,12.53589439,12.20399284,5,377.0664063,0.492440522,0.456973255,0.465388864,0.497562855,0.492246062,0,0,0,0,0,16.46480751,11,0,0.040883653,0.014842424,0.39075011,0.697503865,0.472900063,21.47827721,21.73641205,22.25125694,22.46644974,22.39300728,0.336018831,23.00177002,0.10576383,0.613701642,0.189052284,0.542213082,0.512356877,0.472350687,0.46187523,0.43364957,0.685113966,0.576563776,0.475143731,0.493616551,0.509180963,30.79071236,31.42656326,31.73385429,31.48680687,31.47868919,24.75555611,25.3151474,25.46553993,25.20182419,25.34757042,18.75551224,19.24448776,19.24236107,18.95091248,19.27469635,0,18.23981094,19.14267349,19.40562248,19.57333374,19.09074783,3.499956608,3.561024427,3.434114695,3.555338621,3.566710234,202.4046478,181.7922363,243.6121521,181.5724487,206.332077,2491.167236,2418.627197,2689.875732,2318.854248,2338.282715,25.75800133,26.45344162,27.05147743,26.37197113,25.75043869,25.23834229,25.80093193,24.53165054,24.84952545,27.00011063,26.5828228,26.91429138,623.8720703,27.08176613,31.80484962,33.85731888,34.07236862,35.40465927,112.0500641,127.3684082,154.628418,176.0271912,198.6090851,5.255488873,5.973965645,7.252542973,8.256210327,9.315369606,13.95794201,13.26297283,15.12410545,12.89979076,13.96249104
LB202200000045,LBGE81FL,LB,2022,45,LB2022MIS,141.0623779,117.728775,151.2985229,186.6651917,221.2928925,65.9055481,64.25037384,79.72722626,60.01214218,64.73780823,25.06954575,25.22681808,25.51388168,26.50174713,26.72947693,11.06393242,11.18376732,11.42829895,11.58784771,11.21328163,2,233.7324219,0.47840035,0.446403116,0.484586626,0.470513374,0.516380548,0,0,0,0,0,16.69644165,12,0,0.062470086,0.030085674,0.457399786,0.71235621,0.520146489,21.63265228,22.52649879,22.78299141,23.51435471,23.64642334,0.30520764,29.33845711,0.07364139,0.822615743,0.154166713,0.521025658,0.447452456,0.393044621,0.445347369,0.430332065,0.667071342,0.462506711,0.370830417,0.476580858,0.496246248,30.59926224,31.20108604,31.49995613,31.27109337,31.22730064,25.04253387,25.58606911,25.76024437,25.45638084,25.60047722,19.53532982,20.01731873,20.07165909,19.68324661,20.01401901,0,18.19575691,19.82618141,20.05210304,20.52696228,20.56337166,3.38407135,3.445703268,3.413541794,3.461067677,3.474609375,223.0290833,221.3877258,272.1521912,207.7060699,224.9385834,2293.560547,2439.436279,2714.105957,2104.708496,2390.179199,26.42175102,26.86824036,26.81188583,26.66972542,26.58445549,25.72884178,25.31823158,24.57611847,25.1735096,27.04278946,26.8526516,26.75934982,211.1171875,19.45793724,19.27231216,20.47185707,27.68509483,31.41497421,179.5738831,204.1233826,247.8108673,282.1050415,318.2952576,8.411437988,9.56136322,11.60773277,13.21410942,14.9092989,14.53076744,14.72018623,15.65447044,13.84082031,14.29569817
LB202200000046,LBGE81FL,LB,2022,46,LB2022MIS,303.5521851,358.5906982,374.0263062,749.7294312,843.3682861,66.7153244,61.61364746,74.82237244,65.25393677,65.40254211,25.89391708,25.42430496,26.18149185,26.79995346,26.98756027,10.76697063,10.85928822,11.12170124,11.29409695,10.8853302,2,195.6494293,0.481788427,0.504882813,0.489170641,0.493225545,0.522260964,0,0,0,0,0,18.82082748,12,0,0.07026545,0.035348795,0.483366162,0.745036542,0.559365988,21.76239395,22.56967735,23.1641674,23.55980301,23.54507256,0.297345638,36.21197891,0.092950359,0.964872003,0.21528247,0.506380498,0.408930033,0.324388862,0.380882859,0.383510709,0.622800946,0.394088864,0.283454627,0.379159063,0.408015728,30.77608681,31.37704086,31.67608643,31.45807457,31.39318657,25.36510468,25.91844749,26.08559036,25.78424454,25.92417526,20.00911522,20.51775169,20.55438423,20.16397667,20.50785637,0.034347709,17.63087082,19.71504974,20.14684105,20.31965256,20.10258484,3.410720587,3.482421875,3.460763931,3.49136281,3.510460138,227.5473175,214.5647125,258.9425659,227.8251801,229.5930176,2342.460449,2500.499512,2895.296387,2194.338135,2476.953613,26.21079445,26.82232857,26.57271194,26.53177071,26.68614578,25.54016495,24.81571198,24.39957237,25.12170029,26.75267982,26.44704628,26.27727318,120.4775391,49.43965149,58.55905533,57.90306091,110.97789,119.4959106,135.0510712,153.5138702,186.3696594,212.1610718,239.3784485,6.325368404,7.190107822,8.728970528,9.936959267,11.21173573,14.59558582,14.06720924,15.16282082,14.36331177,14.32787704
LB202200000047,LBGE81FL,LB,2022,47,LB2022MIS,161.1313171,164.0202332,179.4909058,298.3758545,332.0397339,66.8366394,60.09811783,72.12402344,67.60010529,65.47945404,25.32938576,25.34852219,25.41749954,25.90885162,26.91205597,10.63867188,10.71796894,10.98906231,11.1677084,10.74401093,2,251.6259613,0.472671568,0.477843761,0.492571861,0.48019585,0.515244484,0,0,0,0,0,12.28575802,11,0,0.061675083,0.029388394,0.428256601,0.712148309,0.524612129,21.83415413,22.4564209,22.81277466,23.18943596,23.57297134,0.454471618,31.52128792,0.071977429,0.88046366,0.185593873,0.507468641,0.40457204,0.334203184,0.402050406,0.396535188,0.620734513,0.386732668,0.295712709,0.408560395,0.43087846,30.86966133,31.47096443,31.76966095,31.55911636,31.48502731,25.52135468,26.08007813,26.24323082,25.9451828,26.08372498,20.23098946,20.75299454,20.78059959,20.39140701,20.74101639,0,18.33892059,19.5643177,20.20804977,20.47001839,20.23388863,3.42825532,3.504817724,3.488541842,3.51132822,3.533203125,229.1330719,210.6329498,251.6076813,237.3661499,231.3522186,2375.813965,2454.625732,2941.314453,2279.378906,2636.770508,26.0920639,26.74118805,26.497612,26.41823387,26.61876869,25.40884972,24.58708954,24.29967308,25.05483246,26.57217407,26.21039391,26.05267143,176.4453125,24.53447723,26.78505135,27.07085991,44.16676712,47.04634094,135.0510712,153.5138702,186.3696594,212.1610718,239.3784485,6.325368404,7.190107822,8.728970528,9.936959267,11.21173573,14.61386681,13.73691368,14.91111946,14.61693954,14.3399086
LB202200000048,LBGE81FL,LB,2022,48,LB2022MIS,98.10391998,131.8912354,133.0262146,223.3894806,254.407608,63.20198059,60.86318207,76.53955078,57.64999771,62.35375977,24.80155754,24.67741394,24.76814651,24.88489914,26.03765106,11.25846386,11.39257813,11.62825489,11.78632832,11.43268204,2,386.8007813,0.471061915,0.476574451,0.462057263,0.458653122,0.493763268,0,0,0,0,0,10.0859499,12,0,0.054250162,0.022750178,0.439284891,0.691527009,0.471833229,21.16208458,21.80386353,22.19464684,22.36520958,22.85170174,0.397890568,22.65551376,0.050778497,0.725191772,0.054019947,0.528005958,0.451269269,0.392593324,0.439896137,0.419574469,0.656819224,0.459842801,0.369591206,0.462937146,0.471078277,30.63828278,31.25403786,31.54270935,31.33203125,31.30286407,24.98502541,25.53502655,25.70221329,25.41718864,25.56601524,19.37981796,19.86145782,19.91445351,19.54570389,19.87018204,0,17.52261353,18.93031311,19.62114716,19.84552193,19.66575241,3.426302195,3.489843845,3.44492197,3.507031202,3.519791842,216.5490875,212.4029999,263.6727905,202.1803436,219.4722595,2311.002441,2435.3125,2624.375,2219.502686,2460.177246,25.99963379,26.46922874,26.53142548,26.06423187,25.80402374,25.05130196,25.20780373,24.13049889,24.45179939,26.65624619,26.33535576,26.90653229,301.4023438,18.36197662,21.53828049,23.6766243,33.0669899,36.04673004,134.9767761,153.4294281,186.2671356,212.0443573,239.2467499,6.325368404,7.190108299,8.728970528,9.936959267,11.21173477,14.38902283,14.47726536,15.54805946,13.71393204,14.25165367
LB202200000049,LBGE81FL,LB,2022,49,LB2022MIS,840.2697754,1050.715698,860.1765747,1260.168823,1381.042114,67.80129242,57.06080246,66.17504883,73.02033997,65.9108963,26.04605675,25.74921799,26.58931732,26.56554031,26.88236046,10.19292545,10.20494843,10.51532173,10.72473907,10.22947025,2,102.8242188,0.464708894,0.471592665,0.483897209,0.488239408,0.504484892,0,0,0,0,0,38.04432678,11,0,0.07498996,0.03882869,0.498051226,0.77740252,0.584850788,22.34153175,22.8528614,23.71040726,23.40667152,23.93232346,0.000102248,31.38504219,0.093771234,1.019844174,0.204288751,0.508218884,0.412471741,0.335673243,0.393717498,0.374934047,0.613032222,0.403869331,0.296924978,0.39442125,0.400011778,31.12912369,31.71328163,32.01301956,31.83324814,31.71445274,26.00234413,26.57651901,26.72187614,26.4376297,26.56575584,20.93619728,21.50833321,21.49769974,21.10850716,21.48498344,0,18.63700676,19.95650673,20.83149529,20.24780273,20.98228455,3.481076479,3.567664862,3.583246708,3.584809065,3.599565983,236.0214844,203.5738373,237.121521,261.7639771,237.2506104,2545.813721,2626.771729,3315.982422,2544.647705,2956.107422,26.11692238,26.78456306,26.90636253,26.83519554,26.80035973,25.732584,24.64128113,24.42437553,25.33408737,26.45363235,25.73604774,25.56488991,94.95214844,178.1103516,198.341095,176.944458,216.4443359,227.502182,263.1252136,296.270752,356.3005676,401.8191223,449.1559143,12.32395935,13.87639236,16.68800163,18.81994629,21.03705406,14.73605824,13.00192261,14.36393166,15.23746109,14.40279961
LB202200000050,LBGE81FL,LB,2022,50,LB2022MIS,449.6603699,480.290863,519.4594116,572.9586792,589.3635254,61.2790947,60.3429184,78.15477753,57.26682281,61.19411087,24.78922844,24.58198166,25.26564789,25.21599579,26.15167427,11.89078426,12.05834866,12.42322063,12.3520689,11.96639156,NA,215.5488281,0.490385354,0.471187681,0.48150751,0.488566846,0.512825072,0,0,0,0,0,30.63670158,12,0.921072006,0.083435327,0.031909898,0.452414989,0.775862634,0.523478389,21.6359024,22.03162193,22.59165573,22.52934074,22.97548676,0.179341584,34.61560059,0.075604998,1.118881226,0.145273671,0.525716543,0.500094175,0.434446841,0.456477851,0.444018632,0.654477358,0.562247336,0.421518028,0.483397841,0.513162553,31.00269127,31.6339283,31.98754311,31.67165947,31.59697723,25.04362106,25.58207512,25.7482357,25.46877861,25.58800697,19.11190796,19.57557869,19.56432343,19.31958961,19.63058472,0,18.48257637,19.48126221,19.91766167,19.8426857,19.79930115,3.415813208,3.436516285,3.402676582,3.452864647,3.458261013,209.3179474,207.3694153,265.9354248,197.7345886,211.6252136,2101.159912,2202.291992,2484.247314,2027.639282,2082.01123,26.51829338,26.78108025,27.01189041,26.93230247,26.18036079,25.78585625,25.82618523,24.60795021,25.40931892,27.10608482,27.22487068,26.99856758,170.5166016,92.55435181,96.7526474,100.7787399,104.9697113,103.4861298,418.4460144,454.9566345,528.6224976,576.314209,623.1390381,20.69448853,22.50014305,26.14332962,28.50195122,30.81769943,14.06862259,14.28351402,15.5655117,13.55939198,13.91855621
LB202200000051,LBGE81FL,LB,2022,51,LB2022MIS,425.6923828,486.729248,526.3215942,475.8595581,521.6588745,73.12104034,71.33796692,89.34438324,61.7649498,71.14562225,26.18466568,26.39692497,26.43447876,27.73860168,27.40984535,9.9296875,9.960431099,9.960431099,9.91738987,9.960431099,2,29.21875191,0.48719877,0.474348247,0.484524369,0.466771632,0.496611118,0,0,0,0,0,32.54116821,13,0,0.089230873,0.066178255,0.374670923,0.699167609,0.55268544,22.63819122,23.27223587,23.30652237,24.05534172,24.30158806,0.065313928,75.20289612,0.265641868,1.40982604,0.437097043,0.499979913,0.435120225,0.371878922,0.375407994,0.402345747,0.5834167,0.438799679,0.342525184,0.368953645,0.4378573,30.87871933,31.36919975,31.56869316,31.24476242,31.29061127,25.89686203,26.37135506,26.57084846,26.26905441,26.29276657,20.94903183,21.4087677,21.60826111,21.3273716,21.33017921,0,19.09171677,20.14754486,20.17856407,20.37208366,21.19333076,3.267578125,3.334939241,3.356307983,3.381727457,3.3453269,238.9287109,237.9077911,299.8672791,208.8722229,238.0053558,2670.44873,2936.747559,3992.568604,2601.105713,2748.356445,26.01689148,26.51793098,26.78409767,26.8441143,26.53387642,25.52557182,24.62342644,24.36837196,25.02458191,25.84015846,26.41400719,25.6987896,52.48828125,86.74336243,97.09403229,100.3053131,86.23395538,90.58229065,396.3264771,430.7113342,499.9165344,544.0910645,586.9140625,18.52689171,20.13426399,23.3693676,25.43437386,27.4362011,14.63496399,14.79888916,15.91632557,13.58986568,14.14239025
LB202200000052,LBGE81FL,LB,2022,52,LB2022MIS,231.6612854,260.7554016,276.2900085,311.1826782,336.9634094,71.49398804,71.05899811,89.03540802,59.06056213,69.7715683,26.27835274,25.98292732,26.37612152,27.3603096,27.0551796,10.51406193,10.62220764,10.62220764,10.47080421,10.62220764,2,106.7763748,0.494927287,0.458741456,0.499542832,0.489425838,0.519046724,0,0,0,0,0,22.82358551,14,0,0.091045029,0.060789336,0.306667775,0.675060451,0.52853471,22.35592461,22.84977341,23.26939774,23.94470215,23.85440826,0.036003791,43.57010269,0.075005814,1.132433653,0.228347987,0.50870198,0.453195035,0.402248621,0.442645639,0.442055076,0.611335993,0.468245238,0.383155048,0.460707903,0.515203357,30.94906044,31.4787178,31.67853165,31.30940437,31.41702843,25.67744637,26.15086937,26.3506813,26.05941963,26.08917809,20.43499756,20.85651016,21.0563221,20.83860016,20.79482079,0,18.43349838,19.7166214,20.16267395,20.52909851,20.65363884,3.29214406,3.35464406,3.383275509,3.412022591,3.370645285,235.368515,238.3776245,301.2313538,201.515976,235.1752014,2366.897217,2668.69873,3432.593506,2269.240234,2618.129639,25.87362289,26.3059063,26.52370834,26.64685059,26.31967735,25.48801041,24.58935165,24.33983994,25.00074577,25.84557724,26.47497559,25.41943741,82.72363281,47.444767,52.01618195,53.28551102,56.39166641,58.51125717,267.3738708,290.5709229,337.2588501,367.0603333,395.9500427,12.50174999,13.58638763,15.76940155,17.16284561,18.51365852,14.51045227,14.78659725,15.88332748,13.31235695,14.0777483
